Primary ID	Win001_C01	Win001_C02	Win001_C03	Win001_C04	Win001_C05	Win001_C06	Win001_C07	Win001_C08	Win001_C09	Win001_C10	Win001_C11	Win002_C01	Win002_C02	Win002_C03	Win002_C04	Win003_C01	Win003_C02	Win003_C03	Win003_C04	Win003_C05	Win003_C06	Win003_C07	Win003_C08	Win003_C09	Win004_C01	Win004_C02	Win004_C03	Win004_C04	Win004_C05	Win004_C06	Win004_C07	Win005_C01	Win005_C02	Win005_C03	Win005_C04	Win005_C05	Win005_C06	Win006_C01	Win006_C02	Win006_C03	Win006_C04	Win006_C05	Win006_C06	Win006_C07	Win006_C08	Win006_C09	Win007_C01	Win008_C01	Win008_C02	Win008_C03	Win008_C04	Win008_C05	Win009_C01	Win009_C02	Win009_C03	Win009_C04	Win009_C05	Win009_C06	Win009_C07	Win009_C08	Win010_C01	Win010_C02	Win010_C03	Win010_C04	Win010_C05	Win011_C01	Win011_C02	Win011_C03	Win011_C04	Win011_C05	Win011_C06	Win012_C01	Win012_C02	Win012_C03	Win012_C04	Win012_C05	Win012_C06	Win012_C07	Win013_C01	Win013_C02	Win013_C03	Win013_C04	Win014_C01	Win014_C02	Win014_C03	Win014_C04	Win014_C05	Win014_C06	Win015_C01	Win015_C02	Win015_C03	Win015_C04	Win015_C05	Win015_C06	Win015_C07	Win015_C08	Win016_C01	Win016_C02	Win016_C03	Win016_C04	Win016_C05	Win016_C06	Win016_C07	Win017_C01	Win017_C02	Win017_C03	Win017_C04	Win017_C05	Win017_C06	Win018_C01	Win018_C02	Win018_C03	Win019_C01	Win019_C02	Win019_C03
037	26599396	1166201	3551373	963073	593938	13516542	1612868	1822295	292404	6909696	188847	2459917	3814425	92004	1215885	212727	155194	411640	260478	171292	193315	213454	927897	2492626	35100	23582	117160	47325	160672	205956	13286	24772	290689	216716	182771	187051	6383	1008860	68160	33963	172212	156679	223780	290468	135814	63252	4681023	297032	401905	268224	73187	77730	39320	95516	51915	66496	53764	14310	329812	62835	138228	165695	2802222	151009	80135	725104	258230	130885	142509	44764	53342	309922	57464	493	107268	928339	240784	402213	308671	14910	54409	68213	273704	47034	46252	15311	745725	43261	10979	8619	40331	13932	32137	41345	55734	13008	29617	189573	83398	18005	41246	960754	174888	62419	4235	10169	18438	517	43793	4281	8853	106335	89568	191408	8064
038	24446676	1084355	2824928	833944	486888	10528837	1344402	1584055	261282	5601024	103416	1826994	3273476	80227	961691	200285	150273	360565	121971	166036	180178	167193	596374	1978878	23905	20424	97815	20519	142955	156288	12329	28771	271778	149003	123398	172657	19355	956292	35429	16042	155202	89169	173287	251179	46832	97656	3934419	215038	317700	222974	65981	62953	22214	125982	36138	60958	23776	9311	277119	63116	159108	74854	2247121	126629	57351	850842	259078	97650	106861	25985	51836	238586	56043	750	133576	783056	175696	289424	309350	4044	53871	74588	203676	37428	61636	23026	885025	34933	7435	8462	52170	14544	13122	50780	37846	25763	48305	262315	97505	21376	46790	415043	257708	70244	8526	6753	16209	3034	47433	5426	6535	121173	68838	179568	6165
039	24789761	1239110	3396521	805789	618445	11993368	1468061	1764118	286149	6113834	185201	2689340	3780148	81414	1064462	184830	146737	391314	162239	207662	139638	200657	922772	2209805	35943	29081	106984	58222	130672	179171	19179	5270	240831	179309	246203	177742	27824	940770	30750	68577	110313	181923	188669	204157	97196	55980	4188350	281726	374659	260532	183099	59213	73721	124984	52797	75186	22467	26201	266527	57363	243479	152932	2609487	92406	56136	804129	224527	164179	110031	169269	70519	281638	60104	740	123778	878021	188329	407995	341911	1701	51202	64436	242735	76336	9482	26630	894859	45282	14498	11348	39433	11112	23341	46000	68873	20595	32164	204969	83101	23244	43655	1174819	146926	71108	4265	11209	15280	189	73680	5565	10323	133136	89021	252315	1757
040	23342159	1019040	2807104	727783	506983	10995862	1336156	1599204	239548	5816858	87522	1813689	3184694	86721	836626	192624	121741	342083	147521	127539	170246	164936	560482	1869595	30535	22832	103375	15094	123170	114632	7811	7829	174556	182157	113714	135785	11850	836711	79843	8946	157402	43163	149608	237138	58611	84179	4369203	163759	378346	209258	70218	63575	15673	116433	33552	68286	7349	6660	312843	50190	103515	63776	2559534	101974	48090	857436	282911	41765	134844	20781	34206	296605	41431	759	128402	907033	220109	244553	349051	2626	46692	77081	277596	16180	19185	14533	830276	25133	9800	4788	44933	15508	22705	50254	46922	18857	31048	234906	90372	10568	35130	527021	293608	66325	6294	8566	15000	3291	30070	6831	5461	94032	65995	169139	3063
041	28407432	1211876	3556747	946546	734192	12987278	1559436	1964044	300867	6920891	155584	2375860	3857124	83303	1006982	203408	151766	376432	196571	140491	168091	202629	669115	2167469	29120	25097	109854	5872	118866	119905	4951	0	262404	153706	161201	159349	14602	811722	50820	21048	122237	92348	195767	212952	59900	72365	4728575	213644	376389	248926	89746	82007	32279	116624	36856	61041	9117	6650	307726	59015	155571	94238	2751318	89214	62465	1093076	243772	94240	109700	39359	36838	313086	6406	695	145989	808247	231516	286072	325096	2652	46314	71763	243156	16022	26301	16595	1067192	36547	11337	2437	56758	13935	30278	71386	55800	31907	59032	288373	149048	21673	60905	843084	141150	86423	4583	7265	12282	390	35584	4746	12097	100256	80779	329767	3630
042	29536069	1377503	4058214	903570	875397	14246417	1770028	2160905	311243	7620840	115321	2570178	4342516	88056	1152043	204267	187236	413177	239104	178405	194653	209084	885094	2779279	39659	78090	132246	26336	165169	123720	20738	7431	138160	256904	164866	183804	60809	1026397	142051	33739	170847	78741	236428	246755	113906	70875	5795566	231508	528257	297606	94739	96107	39103	81084	49299	123667	37843	17899	368977	68063	134080	127079	3332606	226178	78215	1337183	358687	163051	160488	62496	48737	337437	67168	2009	184869	1184910	307575	335566	429046	4495	51605	88782	313057	21131	21987	12032	1308026	56133	7165	4865	73775	21455	28082	73638	88455	32913	67404	378222	158872	18190	56942	1039173	203610	99857	8397	10460	13035	1231	32491	6692	12480	116915	104415	317845	6599
043	29297909	1087050	3184431	873465	657746	12958850	1567108	1795919	287491	6948709	82473	1954065	3686516	84817	1015485	187711	138098	447641	102271	182897	197658	220594	738008	2119924	30395	32609	136073	6210	156875	172550	11675	7852	188731	198376	105352	173257	10585	968273	65497	13127	186305	68302	195839	265308	52450	79515	4692329	209480	365275	230407	100789	78420	24726	139135	46555	74314	3758	10389	325479	45910	131110	97835	2511542	176822	65877	1084389	259880	110241	159282	16395	41482	239065	34050	755	162552	869843	210144	285735	338365	3629	50978	83852	228805	23158	32433	11923	1019956	62092	4673	7098	52422	14053	16839	53565	32418	25318	48373	271858	95879	12278	47596	554199	218528	71867	12195	7993	3613	541	41038	6939	7616	141457	71027	213534	3252
044	28225317	1261447	3147895	977418	732646	11295371	1481818	1645438	256526	6477682	127855	1782726	3284670	73608	880292	159338	123546	386807	137710	160281	198528	197041	557674	2040643	18145	24219	100864	12332	130435	137112	6699	41707	307748	147669	113455	169455	11079	840433	37890	22418	176514	54776	207108	213590	46855	58846	4667497	0	424109	215521	51469	81146	18158	97133	61520	7353	4975	10936	316526	55359	209657	79143	2578824	120935	38582	301	232801	55083	145902	19859	61468	261973	27464	704	1963	829387	214995	270541	267726	1263	60052	1266	266241	36985	29921	17250	5317	53773	5665	11046	1162	731	26815	552	29484	2257	4387	178	1545	17231	244	525140	191464	37	6028	7180	12480	353	54985	854	356	121433	3262	1087	3368
045	24362604	1927503	2357515	777799	605677	4414907	1015849	763227	287298	2609352	187969	999412	1639821	78503	552379	39464	44391	206457	88030	139917	64850	104268	380086	838976	17853	617142	72289	84154	72274	111109	31	195754	517268	90315	888130	171246	39331	251478	59563	114390	28274	216191	24966	78060	906	17884	27212	7060	15453	149178	85982	4126	386053	56236	31853	1308	8551	40115	13453	35258	416318	61173	236848	79721	56838	4	5108	150694	6486	158647	98123	15053	26642	724	5446	778	21167	489335	54815	7551	45718	1814	5295	98252	11072	22564	64525	41499	10402	17777	613	305	22092	1242	184	3254	4712	1357	1888	28787	18	24746	42357	2070	6025	1027	18229	5280	91809	6793	2621	155314	3043	3905	5214
046	36004687	1389863	3311336	1036149	399815	14869052	1638567	1697999	347781	7718517	83660	2092187	3715181	90667	1111162	182889	152382	567037	78275	198722	268090	261562	539953	1916870	27448	87605	138007	12482	204381	179623	3514	3912	183101	211840	69863	179440	5718	1248418	13500	24189	245616	38970	189110	339284	43753	98478	3549161	322435	166187	258347	45001	42492	28205	143634	45761	81623	6940	63528	191119	72829	226390	85734	1142022	127994	89947	1528376	157503	84039	80969	61535	54927	119086	36841	1225	211708	436267	100911	218621	205294	46623	53246	149943	110224	36573	51888	22648	1304613	36864	8247	9817	75512	24340	17885	76065	12585	38356	68960	383473	147924	25384	68300	67943	122719	101549	16382	3464	9623	783	42045	9899	8090	123681	81945	174882	3639
047	35876790	1474226	3585999	1085331	537517	14422377	1677395	1783452	322290	7509662	114131	2048575	3883658	84999	1132394	208424	137931	482008	135165	217390	246102	266820	732476	2139623	39829	63826	128587	17268	190528	230199	5035	23775	358962	240457	94392	182404	23398	1049357	131125	31619	213769	44121	205341	336936	58459	89715	5065139	285975	377797	266243	83762	71805	29598	89007	62198	76771	33982	21129	361337	60393	207296	98161	2580859	187920	43465	1189264	237869	112082	149886	24586	54724	255629	52267	1160	157127	875251	216485	292791	321602	2531	55547	105879	260668	40437	32988	15440	1098715	70283	9311	11045	50113	19215	20383	58275	48468	25680	43061	284123	120659	30186	52830	582838	180965	82758	7409	13665	15589	1411	48259	6013	14250	118658	81842	232652	2575
048	20082252	1237193	2611397	702543	371374	8149902	1196967	1407331	233325	4769481	115838	1630289	2676024	63180	676171	119812	101756	307938	47815	112961	130986	153255	473783	1433700	18172	46407	91194	8566	93618	80341	3568	21155	215703	91559	77474	86391	11438	500272	65809	6416	111975	48802	123995	146035	194	56577	2863527	108470	194822	145295	41419	41976	14655	108477	30108	16432	5268	6394	155710	40481	157178	34853	1364764	50701	48809	587381	165458	44854	92181	27403	44056	128145	21249	866	86218	521460	117460	169962	210438	41337	39106	42688	130700	35408	17050	22531	619959	24292	4956	7094	33516	8508	8569	32051	14124	28471	35877	177385	60644	13469	30028	136938	77002	40089	11741	2477	14	388	67984	2173	1484	102811	32331	72255	449
049	23313370	1865941	3570901	844503	1041329	10931495	1512742	1481190	323099	5142354	189344	2711207	3128955	87443	882425	136382	111501	314140	426269	113480	116051	159852	1073241	2067234	26670	43	118377	64475	110791	101828	6154	105933	618851	143959	434333	238511	84220	467736	63745	55036	52449	191104	97789	108315	88994	39517	2789864	167314	228325	193769	146801	39636	59216	224763	23450	43538	36356	11630	151303	29224	199837	149619	1354350	111441	57689	522639	131675	136026	41359	100857	51451	149769	108692	1300	80789	433566	140032	474765	204368	38161	43900	34115	144051	65534	27441	18172	557762	40514	15236	6373	28445	6034	24362	45472	53799	10094	18633	129648	68884	23282	40966	932334	226483	60254	5006	2307	1507	883	79686	7327	12724	93295	67283	344096	5822
050	31502801	1428689	2771517	1034070	424641	11792110	1390892	1550406	291265	6660466	82672	1618561	3473161	75882	858478	164684	108068	396593	30974	177501	205452	245977	528492	1583564	24500	19096	110738	363	115551	150100	2184	78032	386140	152028	38971	107095	4611	889421	45987	5682	168392	26563	143572	272329	711	85822	3843291	188911	246386	175727	39563	43762	18614	35027	42127	34604	3004	9308	243509	48427	181842	45335	1656818	99849	22179	614739	209376	30354	94234	10952	54417	181342	21281	1014	89389	652261	135626	161036	240884	21205	47554	60861	169854	27223	40386	20155	532911	32371	8213	7050	36062	10669	10460	27032	13913	15418	22563	170333	51696	18119	22383	68307	79241	43540	6206	1480	844	3467	55639	6106	460	118896	33757	52373	2380
051	40155475	1585965	4084032	1262308	436321	16072377	1974204	2237395	403906	8880555	128559	2290461	4714226	82266	1434047	247420	181535	594813	47738	218765	304213	300152	649549	2339508	32991	32782	147809	8239	234256	252451	16972	586	123937	219106	56857	235160	7313	1434541	37885	1066	290660	59136	284275	413036	40515	146357	5814367	248230	454079	288044	86566	94292	33795	87106	58990	73509	6059	16250	460532	75971	183482	90716	3210378	114078	123593	1017402	391194	125071	167764	26430	64833	271397	29507	912	147364	1229134	236106	229453	436472	23081	52851	100496	300623	38392	75834	20668	896167	40619	1354	9002	66747	21584	12528	42583	26473	32520	56503	325312	94694	25583	38643	247931	238496	65733	10950	14199	140	4720	51913	3282	2050	130518	37325	84434	109
052	28481397	1590947	3643174	1050763	1017523	12421129	1599515	1773146	316534	6653383	192383	2598488	3752545	102496	1032581	186792	145865	432937	317359	180972	163833	183378	1113567	2616562	24337	46257	130043	62462	154335	156625	13506	47388	399250	192020	257904	277351	54346	780839	79850	48592	125844	159872	141702	185990	111523	49840	4009772	243465	304933	231787	82688	57735	46767	181146	37519	61091	21776	10957	235732	70894	187968	126403	1930908	138036	43246	691493	188876	117315	104056	117769	56374	241471	53837	2138	100588	632437	177090	387102	239558	13583	44618	48501	179172	65642	39620	12075	640375	59787	13504	8473	35482	8483	20236	46808	55741	14207	21624	163251	64155	23965	42876	1126579	127732	59286	5761	7077	2592	3056	64251	4948	11017	105621	61808	315488	4460
053	31901023	1196387	3938215	1059086	898635	15248484	1734782	2153853	338879	8496052	111323	2566638	4519502	88577	1241287	220051	159922	504005	205860	169877	228466	222622	1014953	2758352	40013	39995	129376	35142	183936	199719	11601	4155	123818	255757	168430	209802	31539	1120314	107812	29612	218157	68278	242400	296620	132891	76326	5940574	298678	498537	323411	85412	103631	31835	90880	81754	93202	48994	12026	412805	74426	161940	135084	3531486	162456	86787	1052010	304832	132900	163360	51711	62369	385064	84550	1990	159993	1115741	320356	391261	347843	10738	53112	80018	339379	30101	16908	19632	1032797	36820	11914	10980	55510	16471	24281	58595	65537	17587	33867	290500	106973	16350	46348	1035854	280404	82647	5678	17561	5761	2753	52455	4755	11667	118334	77810	245205	4060
054	34983939	1477608	3926835	1092897	705772	15379052	1797459	2264646	340716	8327617	154707	2649033	4319628	92991	1256917	220199	164588	485870	182382	193118	230399	253652	737312	2693815	34546	49619	126639	24272	181647	238956	16445	17283	282284	219632	151254	155366	54416	1231643	66207	27003	224733	51162	218099	303306	66687	94480	5745752	248549	463551	269141	116988	96091	46876	62466	67572	69427	24957	16744	391379	61917	209892	110143	3395981	155582	58959	1198662	328098	137408	152287	33794	62693	313206	61722	672	174997	1137343	262722	337331	376347	23996	45927	85764	311219	33512	31221	17004	1154445	71657	6747	7835	68290	20863	25579	65006	55432	27472	52722	331622	127966	19668	52120	859353	211574	88731	9249	12951	8095	243	62230	5375	12392	119066	91856	243444	2529
055	35403613	1344702	3931934	1089099	759812	15422175	1825364	2248560	345070	8553645	154867	2765706	4698262	99186	1241218	200097	190309	486517	152895	219043	201199	276852	928345	2656292	34398	17706	139653	19007	163397	196110	6096	23983	303248	255969	143139	189378	28948	1337960	29023	29895	189456	116079	249444	304429	55346	77799	5768340	378104	435395	257863	127114	87825	29448	170109	44563	86353	24287	21277	360883	69714	198787	102825	3579736	152943	54895	1327843	275729	125841	139518	51566	54182	348622	57712	710	172718	1044105	284295	349196	319805	15170	53468	84073	322370	42721	30574	11162	1292441	52685	7716	9442	61371	16401	27564	70266	58672	15213	22823	321029	124159	17090	61295	1208175	208778	99485	11462	9453	3695	2021	64715	4886	17692	121267	94307	359013	2797
056	29612685	1100579	3165135	1077670	520362	11748745	1404055	1726434	279695	6687193	116061	2062712	3683127	63086	886318	160068	127384	391121	80186	185941	150850	209074	610273	1851474	17578	8528	92998	990	111670	94620	12341	7786	148208	137221	86650	126986	9460	900683	44623	7912	126902	29662	147803	215237	603	43052	4299666	218022	313361	179924	52820	57044	5109	55559	29563	41948	2244	2618	273784	34193	152103	37070	2563131	67151	32664	953173	246770	68324	105733	42517	33272	254862	41422	424	131032	832106	214812	216348	319297	39015	45123	71000	247637	28795	16791	20372	836788	43924	8350	5704	47214	9237	7792	45012	35782	23994	43911	236784	84979	9625	38158	530102	137576	60495	3339	5244	3755	1449	49357	4631	2615	99529	60344	172103	6230
057	32841350	2299535	4571216	1100945	997360	15937930	2024302	2563173	428992	7990954	211440	3515277	4936147	92336	1371340	236777	235665	540188	268829	287660	201419	279563	1401574	3345482	60230	110132	164576	86150	182333	280030	51257	65144	402181	268379	288105	227969	89233	1053088	146949	87334	158312	234392	239237	234305	219477	58444	5138476	392143	428274	316457	195030	84037	85426	170535	73669	75560	137926	42963	284057	98131	276017	234670	2524705	159405	118681	829304	251914	182633	114621	159681	107337	250120	83404	2581	136484	864556	168956	539915	262739	9719	49590	59085	218039	91585	34364	33964	915932	75414	6800	21857	50279	11391	20014	51033	48265	26140	40059	231476	54728	35970	44863	882621	100013	61584	10362	7803	11715	3139	101951	6506	11709	159698	81571	248194	3456
058	34923396	1517602	4152124	1182425	935788	15331259	1866336	1977039	343715	8160730	228857	2491757	4350495	108926	1320010	189326	155554	525088	301107	185910	248966	225367	1001120	2729506	41563	53980	138271	39314	201372	219213	13555	49641	399251	283986	171942	204438	66035	1122920	113831	41760	223230	120349	283153	335946	116615	69916	6368743	253835	658731	340874	71707	131122	42118	143507	58074	24088	61698	25854	532367	79649	235204	143832	4161222	207810	69583	29	295639	140521	215339	39436	66377	489503	119327	2091	1529	1334615	367435	440405	416040	6220	51721	3035	425929	60558	39128	18435	3671	64089	14040	8029	2040	120	26307	201	82514	3890	9253	30	1289	27069	356	1491901	212603	550	10022	17380	9191	2300	70658	6508	350	123550	12064	2858	410
059	43301421	2324770	3541922	1127580	769568	8520202	1607705	1408573	337068	7023366	234548	1355949	3204714	108267	1017435	186539	103868	466061	36264	199490	204973	282051	561385	1593183	28106	567700	126225	40513	147948	290271	9505	242744	1113248	264948	200082	223354	19399	1041481	102246	109604	115927	204428	124763	294613	23052	78571	2446748	359958	40441	249178	64552	26445	52556	135121	28046	633	7436	112894	38402	64285	556074	129840	555046	90376	43644	176432	33143	196483	17066	140345	124149	169	150236	1054	26553	107647	46224	402274	93458	25677	47273	15724	28341	94727	13562	39140	220136	47163	17054	17743	2816	2703	23483	6389	5933	3217	2873	22290	9276	23307	6272	55542	43435	8092	8870	649	10997	2753	111614	9189	945	169911	15746	9693	3074
060	25960790	1154376	3080617	848272	661811	11862858	1401137	1547241	258100	6422843	115267	2030789	3305832	70512	884575	128994	145702	417057	180415	155078	185284	163941	586726	2021820	38125	28353	114532	14950	149235	104649	11974	10651	175626	144484	149564	129602	40968	875206	73116	13445	161278	46724	132158	230001	59441	64984	2705283	247450	130609	212116	63975	31553	27560	143399	25937	64573	4849	14384	122454	60538	192723	83409	860728	83698	15833	995564	121515	128152	52390	20605	48908	81664	52800	3610	155092	319272	90381	285626	146348	2714	52081	99086	94397	32127	41492	16072	893290	41945	4915	4034	52005	15176	18345	55382	18775	29056	62523	267526	107705	19010	47799	138903	118338	68194	7550	1900	8298	606	44949	4110	7967	103796	73078	224853	6328
061	25664450	2000248	4316796	955998	1265557	12747284	1838602	2064202	355445	5648835	193721	3559909	4024865	136540	1185982	227333	178355	411220	502839	246316	130657	197502	1515976	3045691	32408	40362	150619	157609	137032	164547	36463	24858	356628	153721	734749	200147	109555	648606	57947	93730	66859	301981	103220	170696	341794	35113	3564693	210186	358269	341099	217851	67489	161450	175328	48073	72438	120607	34851	164563	55429	231926	307517	1673246	114780	79093	485392	188168	200426	65705	228015	111037	171833	77669	2124	106314	607401	128301	817685	263002	6950	52017	39454	150969	134819	20141	40925	535578	79192	13012	11281	26767	9238	24444	33919	52368	18738	34071	135167	35796	20678	28502	950935	135127	49701	16882	3806	8648	495	120311	7813	6652	143583	55121	249639	3392
062	32598115	1409591	3246282	1041978	608118	13717333	1539445	1885911	303380	7466127	117324	2103360	3904404	79288	1073570	211302	147494	416217	121936	163701	213436	243349	676616	2178379	38626	37004	117186	9027	143292	191353	11735	50802	399970	208181	88154	185176	22720	1010919	81520	17767	185693	57045	199518	289965	41331	110652	4753227	306048	325798	228091	38999	73221	18409	95484	45050	88638	3807	10985	331979	54085	215165	92052	2490589	159163	33644	1215250	241245	64084	117000	42715	50106	233832	62555	1062	156950	821975	205070	255609	296389	6084	52222	96030	235182	42851	46734	10131	1106330	54828	4396	7079	56318	18794	14768	67675	45632	22246	48369	290426	111421	17833	65053	531419	89531	87556	8990	6044	6489	2477	71430	7181	9335	136404	79317	224808	638
063	33510912	1670684	4113134	1076549	804221	15621918	1858144	2195844	368141	8076853	150598	2683394	4333204	107728	1318746	243147	178079	486847	184557	197479	228898	239842	1018648	2800727	49626	53372	147262	41915	191267	250587	16007	24414	365724	235131	183493	180870	43724	1151124	117693	46694	197163	142333	228654	306259	134161	85277	5184522	351777	406013	261228	91291	82161	333740	417484	66720	111608	35547	25532	339996	74009	255582	139315	2878413	119870	109929	1467116	267432	150741	124188	39925	71579	247537	93328	636	205332	937761	220839	363324	309115	11464	54353	105453	244858	59968	60692	28170	1456609	69191	11599	10865	69302	20700	18420	82378	58519	29547	45464	371454	128580	29552	72256	862110	227710	104791	6212	9777	11674	2327	72643	7729	22924	131405	113041	408324	5735
064	27584671	1024183	3197516	857188	577439	12817568	1488705	1713276	257650	6884671	98608	2082596	3608513	78339	928578	173012	139670	382218	119007	149909	172571	189921	585248	1945346	27713	18957	112829	12669	134223	120285	8006	21670	211136	166751	115792	125788	23757	918554	27561	10930	155473	54599	169051	244858	51649	89498	4335837	227340	355295	243874	47444	60731	32229	44875	40240	64573	1329	13023	278148	58428	115226	71788	2360210	181464	47318	713762	225127	95035	131967	33719	35332	242670	55303	1469	105351	779868	187110	275917	290409	6524	54677	57745	212892	31108	50479	9278	634293	36823	5452	5265	34888	9892	27007	32916	39630	16495	29031	163633	60058	14643	27767	447316	205763	50451	9170	5491	5423	1516	36976	5066	2665	85278	52860	113929	3259
065	34847754	1227209	3812147	1073895	625319	16431969	1804208	2197463	350847	8452558	112411	2549469	4352595	88503	1322628	234717	194496	487867	176819	176370	249130	253275	813746	2546976	45133	32379	148213	24388	144935	190759	12575	11796	219549	267225	130097	187473	22814	1199077	130431	2646	223530	91063	258505	349813	88739	92138	5714859	0	470745	288509	65722	75315	18879	90272	58104	77627	11196	20451	403489	72396	137436	140767	3161049	123815	52622	864662	287231	134337	173307	55427	44956	286002	32272	575	131972	1077136	251037	333510	324487	12699	60653	77792	297583	29453	48208	13989	700237	33254	5128	2099	40851	16282	27901	40851	47374	21102	39016	225508	83711	15696	38739	579209	128454	58372	8373	11165	10184	341	43585	8402	1596	118176	58412	121360	1541
066	35041462	1249528	3121169	1011762	502449	14119577	1554916	1840698	307834	7597418	126651	1977762	4036000	76849	1062661	185895	161049	471730	78619	187670	248949	248778	496553	2027655	40599	62325	93724	13556	201105	154672	8387	37921	288014	176875	73231	199757	4515	1184517	37473	21527	216868	68838	205140	322289	459	83937	5070197	260436	375904	238819	79832	76684	26678	59114	55646	90586	3254	18440	386977	51321	182421	97002	2733441	129988	69585	1258693	257056	81725	134875	74674	38488	253738	43562	619	160858	930589	204293	217520	338087	6715	49367	94180	261634	30516	44599	22586	1068653	37150	5719	8965	56453	18620	12047	44400	39735	25063	43299	305233	113182	11133	55905	472215	184426	81641	10542	9998	7827	1243	45602	4651	9633	108792	54351	204111	1718
067	27905453	1553518	3390694	851889	667380	12137802	1616878	1817593	299695	6456449	120248	2430031	3644599	89492	943897	138442	146977	386466	156156	113689	165912	197451	719928	2001590	24232	5517	108136	15105	107163	130125	11368	9714	210762	151065	170050	178546	17304	847524	70009	13150	110358	89212	165232	203340	48964	72765	3986756	199485	312517	227171	81895	65052	36800	63373	26325	55669	2276	9807	252257	70213	177109	72437	2071290	97890	40911	705895	213820	99350	103035	68101	43898	204614	57619	790	98769	731499	182344	285110	283108	6451	45845	52359	190597	37901	5892	17648	641947	37083	9479	4684	33722	5945	25092	33948	35316	29000	39623	172762	62433	11104	29992	374718	232595	47800	5655	5808	11363	1186	59889	6257	2070	102707	65914	136199	2272
068	24688683	1015211	3071636	764818	577435	12432041	1475488	1808801	282519	6648487	127790	2199811	3727541	89920	1015382	218219	136691	367573	175889	155501	173869	208895	742485	2250978	35899	24861	110191	37173	147098	165258	16426	439	184727	207842	136816	176065	25096	1105436	25716	25074	173625	74081	188957	281718	81093	88908	4800713	274751	411296	226014	121943	68657	32144	101890	54435	69677	19880	8470	344029	62142	135652	125506	2857899	90049	61712	964162	255256	74816	144090	29820	54841	310743	35287	516	142176	905735	235530	273732	314295	7606	46452	87261	284931	24298	23252	11625	1013274	53091	8262	6735	49771	13898	17215	57405	57963	23658	40377	264587	98787	13553	45396	814541	247212	76728	8619	9354	11828	2778	54489	5213	6534	104963	66207	237307	5199
069	22783863	1062530	2974071	816494	450905	11694648	1317985	1720597	252543	6020258	96525	2073478	3600471	78426	914088	214602	141301	326859	129717	138871	139215	181355	548840	1978624	21741	156900	102085	22129	136062	114631	10879	3790	170260	167296	113392	174749	29757	902934	57003	11764	124282	57335	174480	201281	56220	59467	4823224	280828	423494	219448	102726	59598	35564	99906	32761	81508	612	6221	339615	58691	117650	67153	3350263	97932	71114	1212825	302273	119551	136063	40408	38542	326313	47800	369	178087	1078954	301560	265702	439373	5710	52173	85688	316964	20594	14378	10293	1265477	77756	9190	2379	52163	16813	20211	72230	66456	28488	62509	341213	138592	13427	51867	850322	186013	94887	6596	8153	14714	12	52716	5779	9976	102738	106499	254870	2373
070	23266008	1005950	2728351	774154	381632	10501206	1347923	1588605	242992	5430247	72361	1655788	3204924	68890	857911	171650	101650	322157	109888	152529	177319	185534	431685	1783249	22156	28480	89692	15601	150694	147130	10396	20782	223545	189401	84590	131567	19458	903660	31793	4473	153464	56466	197872	238002	40475	83407	4438518	183532	369426	201419	75690	82967	23835	70082	43279	76994	1960	5430	307502	52990	153627	63837	2848217	109339	48717	1157205	264582	96509	154678	33910	50716	293141	58876	411	157766	969506	268619	238907	362887	18090	44214	82800	289194	22441	25812	5850	1191726	60881	7456	2664	63366	16206	16988	61166	44710	34297	56097	343854	135290	12679	63486	609835	166003	89014	11715	9712	9822	2655	47322	2318	12212	120731	84716	244643	4491
071	35012523	1750839	5717897	1172900	978671	14530174	2160168	2528060	363185	7291560	428826	3540094	3536626	127650	1471844	164234	202268	591315	337328	193472	187983	231276	1276427	3021167	52953	383945	212368	67781	161531	203560	23233	684	234432	214614	337060	283791	123224	768115	114538	126499	125651	206630	215897	184779	164708	42575	4620624	216694	507575	321071	156315	121321	124424	3795	46035	76249	41488	38408	288655	67935	344290	196207	3145008	108056	127631	781296	304145	172506	132240	124132	88269	236421	141802	5590	143698	968264	241225	500014	345719	21069	33446	65982	212874	82399	34742	19529	948762	71030	16283	6861	56571	8834	60609	54726	65677	31606	47737	264117	96804	67350	51348	1023065	148874	72549	2423	22119	1138	50	6408	6416	9578	127805	103722	235223	3920
072	31287881	1929121	6125304	640370	1419916	8945035	2266172	2208192	481683	6724963	585264	2666445	3480164	152258	1310132	153799	193788	508879	1037948	190054	163014	186916	1238363	2872242	47585	368954	206197	204721	151097	152088	6895	47845	424377	240739	989396	260606	207022	742622	85601	195651	115785	248836	123267	260950	346928	32306	2743296	239094	5058	286881	194824	28560	216490	4332	42703	36760	82742	40529	103610	62803	343649	282082	2052086	133493	71518	181136	48216	327423	27896	107696	100744	175010	328722	11151	40975	167409	157459	759171	130862	9024	33777	15145	49649	82916	20346	17586	152830	55704	17179	6399	12399	410	47756	24651	12576	3227	3678	34715	31265	53451	17402	772	63528	17691	6082	10948	1561	3284	4031	3337	4780	109987	35857	72853	3231
