Primary ID	Win001_C01	Win001_C02	Win001_C03	Win001_C04	Win001_C05	Win001_C06	Win001_C07	Win001_C08	Win001_C09	Win001_C10	Win001_C11	Win002_C01	Win002_C02	Win002_C03	Win002_C04	Win003_C01	Win003_C02	Win003_C03	Win003_C04	Win003_C05	Win003_C06	Win003_C07	Win003_C08	Win003_C09	Win004_C01	Win004_C02	Win004_C03	Win004_C04	Win004_C05	Win004_C06	Win004_C07	Win005_C01	Win005_C02	Win005_C03	Win005_C04	Win005_C05	Win005_C06	Win006_C01	Win006_C02	Win006_C03	Win006_C04	Win006_C05	Win006_C06	Win006_C07	Win006_C08	Win006_C09	Win007_C01	Win008_C01	Win008_C02	Win008_C03	Win008_C04	Win008_C05	Win009_C01	Win009_C02	Win009_C03	Win009_C04	Win009_C05	Win009_C06	Win009_C07	Win009_C08	Win010_C01	Win010_C02	Win010_C03	Win010_C04	Win010_C05	Win011_C01	Win011_C02	Win011_C03	Win011_C04	Win011_C05	Win011_C06	Win012_C01	Win012_C02	Win012_C03	Win012_C04	Win012_C05	Win012_C06	Win012_C07	Win013_C01	Win013_C02	Win013_C03	Win013_C04	Win014_C01	Win014_C02	Win014_C03	Win014_C04	Win014_C05	Win014_C06	Win015_C01	Win015_C02	Win015_C03	Win015_C04	Win015_C05	Win015_C06	Win015_C07	Win015_C08	Win016_C01	Win016_C02	Win016_C03	Win016_C04	Win016_C05	Win016_C06	Win016_C07	Win017_C01	Win017_C02	Win017_C03	Win017_C04	Win017_C05	Win017_C06	Win018_C01	Win018_C02	Win018_C03	Win019_C01	Win019_C02	Win019_C03
146	27964900	2235988	5807685	850875	1248410	14942271	2095465	2919630	526897	5907360	266439	4721756	3424134	90398	1377295	227207	198741	537330	591768	176873	107895	139391	1828619	3362207	49531	605173	191114	202927	157350	349693	50727	39	229165	188703	1003149	187352	164421	535790	133112	114496	65388	216480	220158	167635	437919	20707	5317991	172459	838340	383967	293074	123427	207320	2575	87244	109760	75932	204602	301054	59930	483604	220430	3321371	153238	104406	839928	424887	188501	145420	226569	115914	379726	68256	8786	190400	1390306	291935	834277	576855	48221	53127	51173	307665	94270	54056	27061	895353	75525	15560	4923	72646	10636	69041	73601	105195	47895	101343	387925	93070	68386	55730	1705388	140599	79228	5754	19739	3148	1195	12675	5084	14293	109480	117781	306968	3376
147	24799241	1304428	4298143	664863	868072	10745157	1589481	1932554	266759	4954154	334603	2979424	2472736	108702	869613	193600	117623	428099	483170	148966	110101	151891	970158	2165555	37444	390996	125693	92816	99109	155502	15123	10945	301468	149895	512297	211363	82090	401491	195973	138070	79858	215209	142735	133678	146057	9149	3573632	134424	427399	251927	229456	86012	130718	790	55225	67230	22818	68015	220816	62260	373965	115839	1933775	149330	50967	622930	236492	96578	99623	152241	90848	244734	90686	8632	124204	754129	155016	542337	314840	10384	41726	41937	157939	55387	53187	17456	601624	77170	9892	4884	42454	11241	45063	47453	58161	33543	39751	213601	76021	75813	40676	815546	182074	52171	8752	15069	3683	3383	3894	4403	10098	98472	85936	228992	2121
148	31915021	1735824	5413495	899579	1079504	13236395	2033847	2214095	336737	5985163	520517	3622538	2991284	131439	1149078	193104	151115	499303	626918	194782	148094	206234	1255295	2713086	46890	552980	166491	106559	144162	282821	29197	58505	475421	207144	507475	272334	101593	602660	139187	147281	102005	264427	240743	197871	224057	17328	4448060	176766	521333	330079	290312	96642	116067	3044	87964	63660	55865	72370	263483	52496	459056	183476	2666348	148779	45660	647877	268555	221634	114005	178053	135065	322052	243195	8089	137910	849266	225225	710537	331357	17727	53959	42587	192262	102058	62544	24827	658527	50407	22894	8292	39974	9313	71744	53124	79956	20034	27970	190359	70805	87159	46208	1455835	237508	57645	6107	19154	8880	3355	10225	7735	16200	117819	72412	309516	4450
149	31538094	1592852	5459067	959062	947070	12835917	1927627	2253246	330676	6486688	472086	3420896	3263715	127445	1262016	166068	174027	514811	460857	191528	155021	198308	1138181	2875090	44946	220252	168171	95705	133528	225791	21066	40296	398619	209075	424723	248309	75997	713816	77469	109083	110486	272812	188960	226812	179250	22544	4467382	189364	535997	314096	206099	112927	128741	37	72011	98404	30222	47838	266999	73253	348758	120756	2961949	107833	103305	830173	293850	168727	115513	146986	63285	312738	106450	2680	156761	919525	237633	636312	337394	20496	52046	53245	205309	84183	39617	22077	884395	70384	17690	3639	52706	8715	65854	64258	81493	24936	46092	251473	90806	73183	52607	1313576	167214	80095	6148	16776	2130	441	7369	7219	13164	123422	109483	300680	2796
150	32395991	1973850	5150253	805020	1087321	12989139	1901725	2338465	344542	6285065	404964	3419251	3341767	136836	1229914	183231	158303	505507	447727	209817	141769	209640	1348026	2941348	59395	265768	140379	130147	132859	197726	23140	61388	513167	200842	506611	316956	88921	603839	187216	137579	103232	278970	184799	173104	220510	46076	4444654	234704	509934	295504	189716	97803	162462	807	73582	76673	86382	59897	224890	59181	508930	191197	2785372	135248	93072	775221	269108	192838	102570	273765	114950	291758	61256	4947	141518	877968	237618	627258	346730	11425	46438	47383	202383	88082	52881	27286	796977	73968	12786	9274	52049	10060	49237	55525	81850	21653	33112	244021	84572	71648	47756	1183595	180127	68840	7389	13800	9840	5775	14704	6247	13794	110281	86750	269530	2402
151	26185131	1016600	4822721	781312	973113	13402065	1738184	2159886	266802	6098978	385296	3608336	2983980	128739	1105178	187651	139330	393147	557765	131230	135280	174056	1149447	2460159	46675	291602	124742	88557	116668	117554	14606	6828	99334	199767	562837	191285	58855	568992	90799	109346	85688	189551	168275	152843	169011	38057	4478183	172763	536842	271643	162415	100076	123326	1190	55688	83300	16468	17618	313031	44815	179252	126013	2975421	105281	74931	819348	302463	165405	124689	128573	51984	365572	124236	7473	155650	998198	271790	590502	422536	8366	43445	54568	254835	54078	10598	19701	876759	56791	14435	2431	47544	12765	74971	66600	60034	29866	52059	264491	117501	45746	55563	1190681	282328	73478	6431	24658	7869	2044	7434	6924	14059	84499	87586	301630	2699
152	36149111	1769973	5686670	965924	1088580	15043760	2203565	2484777	382124	7750841	553246	3907461	3674385	141594	1425867	239262	185948	591689	509485	218215	185567	263064	1431099	3118402	57096	429599	164685	95306	184123	223650	27946	24006	446355	267020	449704	322556	78586	833129	159707	187241	139444	322598	188595	245726	242936	46807	5001236	236187	560769	352991	216160	104078	140195	1439	65479	90654	71731	59535	316807	86278	530189	203214	3252227	145586	112414	846904	272428	191666	124157	183327	117005	296095	128876	7006	156753	969538	237984	660673	347760	19187	47912	52513	230865	90882	43308	34857	933902	81735	24706	11062	52743	13838	75154	65501	80601	16625	32513	263551	82896	82911	55554	1309663	178226	77134	11730	28728	9259	934	8672	5930	13415	120071	106902	330681	3071
153	27804409	1183199	4986718	892201	1094079	14466430	1898836	2410410	310886	6474116	430635	3900174	3352164	137326	1186115	248377	168273	463220	603413	193408	137584	197695	1383632	2945698	49733	442193	153018	117433	128901	146915	29407	1462	65226	214389	548957	266698	94511	657195	102963	109260	87232	198280	178494	177551	267824	30239	5330734	192411	693081	330786	174583	120935	103447	2486	67729	102285	57233	27496	371330	61335	230373	150090	3586499	168571	86328	754834	354714	198618	156900	186504	70136	392312	136068	9112	157383	1232968	297872	562428	468702	12761	49986	51099	296920	85830	29151	33081	788311	84558	15990	4551	46813	12897	63270	63357	96274	28138	56870	255033	90217	69454	49384	1735485	193820	70507	16109	24298	8022	2915	5286	4122	13887	112089	87547	282310	8516
154	31922735	1306165	5096589	930636	1018893	14390545	2032525	2211300	325130	6839391	422112	3766703	3156344	129297	1239771	224899	159000	523435	675725	152283	158132	222126	1291270	2715013	58732	298727	131109	114414	155938	159260	18355	2604	216531	228396	498582	303558	72186	755917	91482	151125	98146	318706	182997	238957	186347	52895	4914675	220231	536053	323041	220623	94972	128685	2237	61976	77220	48934	45067	361034	80381	251125	175288	2842533	121002	73611	776605	283092	186268	136805	138617	48215	352480	126197	3716	146903	932086	243130	550690	349890	10353	54803	62309	220058	68553	28549	22266	777449	57072	21891	6503	41659	12659	55198	59723	77529	21676	35875	237452	88765	62297	52512	1215203	296747	72586	5763	19005	8499	3585	3518	8437	10465	98118	91371	302801	1815
155	26013721	1743604	5277736	857716	1109634	16462025	1972898	2880186	370336	6081976	204456	4991981	3713842	129377	1351389	292086	190663	435706	1057438	168680	115218	146710	1685297	3203106	30274	165331	146547	203186	144252	171167	37682	1679	1527	209866	1087444	188844	149700	583693	103389	104150	60286	229018	195013	174695	417866	20730	6091262	222693	800731	372691	311909	145339	213470	5854	49279	174233	96793	74775	382518	54848	425355	265829	3682410	152385	69808	1741172	412840	165405	178219	165365	67893	403080	34544	418	306957	1309982	371397	758950	503639	19067	47124	96105	356037	65579	34420	21359	1682557	73422	17556	2992	90224	20862	35415	133818	144106	53367	90758	537332	184657	44027	127567	3586418	314542	149694	10203	27047	12512	2581	5867	4769	34413	65561	198959	1012889	4308
156	26412328	1168426	4133791	755719	792706	13225152	1749995	2140160	286400	5564389	263848	3518877	2909364	112913	996088	206742	164333	422568	557540	144911	135062	157285	1129401	2318966	31553	24284	140107	124803	118106	193801	20003	781	1088	167292	534226	190587	108655	575577	73217	106374	84004	211788	182787	176742	171175	29863	4515524	136886	533186	315177	270929	94993	122314	26654	44859	108914	32263	144731	309789	63390	596745	170170	2657738	204945	70043	1000026	266486	138947	147854	127210	100309	315295	57480	4198	173320	902460	227815	551736	399272	10985	50415	70124	233989	67646	65264	23504	980064	42919	14651	2631	57865	15606	28895	73773	76636	35055	54407	272152	102150	63469	70467	1435657	245766	82757	15134	14157	4925	3237	4139	4674	16425	77545	98107	414741	4515
157	18800162	1139304	5425148	797287	1200829	12924179	2018917	1689012	568480	3948247	332717	5012394	2119670	125474	1101610	122420	109520	322099	913950	88458	54335	70380	1336894	2135433	39370	4138	166621	346868	71877	100332	16781	18	2251	124753	2127068	42093	135820	286954	90481	68304	27775	255785	74962	115323	296511	4504	3283449	78424	797083	316458	440660	130106	211700	2598	32004	98958	19049	32902	203220	37693	118477	108173	2410276	146848	31637	399290	305164	179808	97938	69495	41927	487921	18267	78115	130948	870951	340683	1034975	513099	7981	47617	30593	229297	52778	15574	18878	451751	50565	15253	3243	32310	5319	177570	71927	97386	27267	58500	163455	87562	32692	46509	1889733	298650	50368	11258	31399	8395	833	6831	5417	13497	92662	121287	253932	2770
158	26106353	2377076	4883790	809474	1000529	13275604	1922564	2281828	460345	5372303	350884	3905762	3108174	123246	1150393	213979	165510	375195	683962	143171	112399	153755	1371545	2698017	34513	515507	127130	156056	112077	183138	21503	130402	748063	170207	731682	208236	131982	520339	115822	131488	76457	209395	168515	165829	273253	15480	4569904	167933	672481	314680	211456	104394	162302	204	46235	101329	50425	33838	287304	63957	275281	170685	2971081	128983	63240	761044	322762	208400	147825	172388	75723	360659	82627	6939	153762	1047805	261156	640487	421330	17260	48445	45798	254892	85679	27070	22406	769416	67321	13795	5073	50616	8380	42194	58052	96938	21681	45701	265596	87550	58953	48138	1700387	306782	72245	13242	26857	9270	3205	16770	6296	16508	108773	88217	332637	2933
159	26637435	1640179	5097217	778017	1159574	12506133	1889709	2205995	312256	5838987	434274	3606105	2801611	124127	1060971	190375	146149	445547	693524	139450	118128	161633	1232472	2570070	37117	424803	141257	139993	103189	203092	21442	60043	549694	149084	640464	252133	97478	486906	113256	148155	82643	247937	170269	143668	237232	41485	4132610	157735	524191	307369	214692	98507	148131	2657	54214	84481	57570	70161	248803	50132	433087	212549	2461132	100150	42615	677054	255279	189827	103195	178796	114465	283759	169325	6910	135994	820751	209772	740527	375395	13379	61466	46042	173312	57575	63713	15009	712168	63838	21030	7815	45848	8317	76805	54246	72264	29275	59296	225257	84041	74149	49400	1342838	91342	55102	12660	11350	12534	3270	8428	3821	9498	96518	95247	297427	1525
160	32625736	1684761	5049275	887343	970352	12341084	2027732	2110047	304318	6367772	499787	3167585	2890545	144560	1119297	208329	153984	569142	527847	199924	161860	222960	1182518	2626918	52688	326904	137313	109485	155068	298583	21844	29635	345642	194270	398458	325980	83284	643032	104453	241650	104329	280674	213990	220498	223652	20676	4541291	228942	526453	333157	260780	101308	142691	1694	87318	74923	75024	72256	308727	75425	449339	163582	2770654	122661	68284	562566	280875	171602	116221	207132	114997	299396	234930	1839	113661	937816	216158	682790	360053	13673	50053	46308	208259	110106	66079	34871	537472	67570	14862	14138	37971	11676	58307	44722	77611	18856	33914	183424	53108	92950	37521	1262604	285723	51421	7859	22478	15021	1138	6832	7736	10895	130780	64875	236683	2583
161	29615410	1825708	4910359	752055	1025520	12461868	1787012	2153171	334786	5763521	368178	3272663	2973864	133209	1077957	192677	154006	478663	442097	159199	138631	261650	1158939	2628652	47645	287122	135638	105291	124335	268057	24088	51005	578621	196936	425928	258848	127549	589765	116047	219896	75559	211419	200675	169816	196924	48352	4541858	190166	503422	317171	209350	100160	122183	207	83651	76075	58600	90294	292123	70470	460120	176961	2654780	109186	114331	714949	262576	200257	114647	333640	121096	283007	303462	2542	127819	847060	203325	613349	286077	11671	58952	48760	204708	97616	56711	36688	716786	60330	24217	5249	37519	8775	49329	48817	72216	23021	33992	217878	61340	81610	49964	1479494	264766	68063	4926	19055	16882	946	8602	8857	16360	101146	76626	324650	6771
162	25499301	1252233	4264182	703789	867489	10505611	1577663	1843202	266325	5385044	323293	2662015	2611978	109239	929911	116923	128785	366714	386757	134955	120409	185929	960392	2149157	45989	191590	126838	59908	115950	116281	9990	5137	264074	162182	369772	226846	61826	510224	66590	72927	68133	190618	135355	148820	119914	18429	3637246	158274	403885	243286	130673	79492	112880	7427	62387	73983	12652	40526	207055	46994	251388	105209	2178728	125013	50687	655269	230942	148058	86282	187498	52247	248430	123107	4393	124055	705330	183288	469222	317469	6389	53653	49355	181363	56470	24273	22070	630231	44919	8370	7244	38292	7912	48802	43710	52299	24719	39046	182340	73835	59273	39795	905470	172680	58373	4803	7801	9862	2048	3380	7221	9621	100270	71219	226408	7017
163	29196514	1477477	5317253	837178	1105139	13142256	1957899	2281972	236920	6630608	562007	3359751	3017219	126401	1102609	209506	125603	454959	1005992	108006	114114	187602	1584554	3021458	48354	348446	138752	164333	126646	146529	17379	76400	417600	225940	603834	287214	97327	472152	83779	107551	56622	306484	128135	168154	268210	46343	4560229	197519	417006	313264	221329	86231	148034	2312	48806	54714	102207	47236	230493	55016	345827	241125	2641315	100004	59943	678007	245859	239848	85464	134901	83255	328608	189437	10057	130785	785901	235173	745059	389321	12337	51978	46235	220081	68564	46038	21865	758682	76741	27037	4981	49964	9323	89953	59326	69772	32111	55364	248593	102205	68448	51566	1349393	275590	72046	8139	16293	15243	1976	3655	6939	14725	122714	106758	372726	2954
164	21851348	1170535	4152118	653733	1050030	9971100	1490823	1468258	247454	4600140	458878	2622449	2289527	96625	767642	70685	94330	350653	660581	85978	96397	135300	922182	1806847	36620	332038	124509	42514	82163	66031	2183	90586	391940	123868	520758	161784	74720	343373	91671	93784	52850	136796	94456	105749	97023	24137	2898866	102092	339003	204169	184282	62533	99736	941	28735	62933	11046	66739	172258	41493	297970	86877	1865057	111820	20141	484185	176697	142164	72288	116605	54919	252631	153558	12214	97960	530751	206013	527343	269927	4328	42917	24330	148638	52733	33202	10660	513762	39928	17673	1473	25376	5663	63833	45209	62003	10224	18840	126846	80020	41353	36731	1333644	276261	49128	5180	9211	13206	1775	6159	2047	13282	74680	73768	353470	3633
165	31006627	1363387	4973396	869365	891768	14233833	1976282	2299827	315522	6554991	395506	3594934	3325808	110896	1210440	241486	171224	502881	556909	203518	157634	219696	1246915	2693692	48641	215302	149736	124085	167225	208807	22364	613	154152	252404	408751	340222	65769	705790	69117	153023	117044	230051	234740	186322	225222	40610	5229262	215815	614757	319603	208489	107102	115224	757	82469	86503	66394	28295	390200	76326	238269	189620	2929681	295097	94865	744437	323836	170306	162093	179071	88964	346246	322549	6475	145537	1168257	273318	498292	395158	8526	52623	67594	274817	62654	28125	34822	740509	39533	14197	6965	48226	14239	51355	49787	79037	29237	51343	251268	87678	67209	43991	1355168	211036	70090	8949	20197	9078	4268	7238	9740	13003	113802	87576	298403	5098
166	30081865	1206755	4956032	844600	996586	13978617	1932462	2214701	298993	6859109	385716	3536394	3226389	120616	1206182	216387	145468	503105	554344	155175	153329	206991	1195027	2601439	38960	306542	152458	91805	138741	150747	20401	6168	208988	200564	494087	269109	76992	679133	135431	158501	111189	201508	195672	175068	179874	52722	4712090	168644	548859	309397	205236	109094	118751	1232	71672	105044	24378	50811	327863	56975	286323	166859	2997603	184866	87544	829530	265367	169890	129753	145262	61529	293636	138829	2746	157782	912363	257890	566528	373659	6537	45766	62300	221941	67646	26217	20185	893919	53320	17422	10421	50026	12724	59435	57242	80683	26495	37118	233672	97356	58867	56902	1362967	180797	75858	11165	23680	12933	2032	4028	6588	10914	94693	75510	330815	2424
167	25025192	1469579	5293053	831182	1207391	15262717	1968661	2817826	349207	5769551	259040	4663795	3443871	123083	1330772	237686	197363	396806	1078686	160849	113511	146993	1587720	3133034	32441	88905	140506	239979	110575	210782	47729	0	783	211864	1020304	151847	127643	519490	124088	100492	61385	214585	197915	149279	445386	21948	5577960	216844	783437	377239	357487	136359	199353	7968	67755	162829	108163	70620	336130	70647	383455	226048	3615895	133821	88700	1564793	382455	203219	137741	161924	85680	421953	104872	3619	288472	1248074	330619	797957	644441	12108	50830	76209	332727	54278	73561	23763	1611617	73404	17154	3041	81690	14933	40531	113782	117692	76684	127212	459223	173383	56386	98037	2477584	337685	138321	14268	25325	12440	333	8136	8753	35914	71912	227085	806899	7807
168	32651488	1343954	5256083	950750	947029	15698625	2133805	2614957	334844	7213486	373978	4051665	3696504	125933	1351553	277176	200783	476620	734000	193926	167285	226557	1392905	2939381	35359	21371	145266	169424	157061	296095	35650	124	533	261571	475379	287359	82432	782381	108155	135827	107410	248168	262788	234463	246504	65905	5698641	278981	654591	335892	265200	114768	163762	7448	59657	124537	79592	205408	374502	84575	501946	286307	3488523	202622	98135	1248266	313403	163984	156178	154859	87923	375757	183074	5667	197065	1044706	289783	589180	430866	10587	52657	87938	321559	67811	69573	28672	1419181	74174	19348	10521	65929	18470	43132	89559	106853	33926	57888	364138	144731	83862	74290	2045619	248804	115777	5696	22422	11942	1432	3384	5312	22316	98828	131691	520947	3806
169	27255508	1449311	5074482	859381	1164093	14806596	1862316	2626034	387657	5977590	419785	4187153	3064198	134955	1252366	244567	163268	429544	876359	179107	114383	160359	1526315	3047149	50904	357022	137777	219084	153718	237992	39686	7834	260529	203420	788545	223006	148117	501411	88367	144916	81694	255987	188035	152654	397354	10558	5178833	194122	626965	295648	262369	103185	152288	290	54860	62327	121990	40548	304431	66788	323673	225960	3201337	208789	56082	705050	282363	238961	137040	253249	87315	427140	56378	7286	152223	1152201	307611	650753	435676	9201	55914	49287	328807	96908	53875	23815	802415	88693	14193	8023	47696	13239	57800	62193	116257	24573	45025	239981	67502	87137	59424	2547502	248017	72576	10067	34193	15083	5100	13894	7071	16840	97026	85506	427930	7493
170	30294222	1886138	4901278	983429	721342	13304290	1929940	2301270	374855	5513413	328598	3620775	3082928	119781	1169452	210259	180877	393685	533069	135878	137704	152248	1257548	2636840	31774	685356	136714	106349	133815	156212	24243	16489	321346	170456	492688	221303	90878	536525	108966	92531	104366	186337	209726	162582	240043	0	4824608	110513	632558	260484	140293	90206	99567	3926	53112	64533	29382	21933	293634	54418	264232	123564	2883706	146606	91263	736954	344661	175952	137128	182491	82940	372087	125017	1268	149179	1172171	265737	476208	484291	55674	58459	52116	270631	52484	28694	20840	754954	51563	8747	6773	45865	14094	37007	60856	76941	37958	60678	266183	81338	65708	52148	1043543	304867	67572	9376	24294	21883	2251	5509	7217	13509	130731	90432	224093	2907
171	32092944	1482438	5347075	1017834	1064622	14837837	2038119	2354989	363322	6902923	460403	3898191	3325919	143643	1315977	199523	182842	540431	439199	201669	170993	213321	1331414	3273213	49272	493297	164644	144283	136141	257397	32144	17958	374213	210969	512058	272201	104050	808723	88816	150905	111404	215261	197318	254654	209081	44423	4942996	206126	621534	356084	255155	112675	148517	1604	60266	93449	71108	73896	336392	86084	433139	168627	3020708	130527	84009	875531	302623	213582	130459	174225	113951	312184	242101	7088	159804	989425	245788	649823	318459	26507	41556	60765	237318	82641	63389	17847	930650	56751	21348	11412	52886	14062	70849	65837	97856	19955	38878	283916	101376	74658	62856	1964563	266019	78755	5465	24555	10699	3309	4983	9194	15930	106128	83034	427555	2126
172	24447642	1761746	4442302	688219	852453	9921694	1680137	1820969	311490	4625646	333735	2753758	2370075	116847	840559	196926	119268	461640	566260	151635	101058	169448	995132	2233396	35481	311972	132257	106599	91536	207992	18052	47788	505360	135856	490465	267796	104714	409619	96244	219090	64047	234197	138810	118717	193977	28698	3570608	118155	460247	253509	185682	82588	110453	1280	56516	60784	31440	71960	207490	46833	409994	145357	2051351	147145	57754	480432	243181	187927	99089	243529	124631	223593	224617	1741	111420	772181	169769	659064	313384	5306	50193	37381	163459	96937	63719	30811	475322	57300	17688	6389	37215	6485	40827	41824	68173	21518	42739	176633	50528	74595	37352	1091814	131850	44367	8143	9710	11386	7625	6925	8576	8094	111348	70825	235169	7362
173	32126089	1275916	4850944	969932	836448	13778173	1953067	2202465	301345	6952756	407702	3396065	3192679	137635	1262433	190041	181745	522812	368644	224303	191358	255644	1100688	2782690	34651	405509	150396	114833	160572	318394	37334	1621	146117	244599	344414	290227	79194	997744	58471	149101	138862	275663	265729	261611	177491	53634	5112259	223111	542809	306037	210612	96134	114794	3799	68817	87062	39599	352459	339089	68725	479204	160358	3018663	107016	140693	846086	293705	201680	143248	162459	98707	299356	186771	5995	158099	946440	244782	609301	326948	26834	58412	75086	221454	91825	52417	34716	872967	70697	13294	7229	49381	13399	50714	60313	74627	21723	41242	243536	85749	90896	51833	1044834	403401	81590	8197	27029	10664	2842	5767	6185	15603	122054	90288	307340	2926
174	27683209	1454429	4787135	928219	998120	12356033	1824878	1986858	296585	5951540	429518	3213312	2876499	112224	1095381	160257	151527	431086	673604	142483	133088	203872	1112296	2480436	42841	378313	127799	124260	125771	190343	20044	69351	555711	194350	530576	211815	92598	542519	120192	134093	96274	234269	181429	175486	190432	18749	4009036	164068	492635	278291	226375	92067	104132	11849	48373	65896	36835	52097	205671	47210	325769	122680	2300980	156361	97042	668474	222967	181860	98908	126477	84480	271796	198615	3366	138052	755341	226529	617778	302069	14196	50567	45814	177662	61402	24846	26428	724307	63675	14401	6866	40656	8541	58196	53540	76675	26756	48774	203616	81378	64359	47337	1390765	217774	63481	11447	12122	15742	1028	3421	6002	12932	99162	105284	337292	4005
175	30950581	1513895	5502942	991263	1169003	14049336	2001961	2282459	334840	6871903	450793	3721405	3346811	139123	1331097	184919	185236	486383	535564	276564	158531	207076	1380817	3204575	37762	296733	163394	122589	155522	205843	24766	28884	413123	245966	492715	299947	90602	715358	103329	147281	108635	272672	173452	233858	245136	57172	4714197	212201	568899	333267	237651	108497	140733	1486	51165	99262	57963	41554	271916	62004	292328	182419	3214491	94061	92880	771368	286299	228248	111024	166276	95550	341588	127231	11107	162635	983222	258914	742490	332973	12533	51835	56127	252138	82852	20053	18026	842295	59877	15646	4827	47386	9554	72695	58717	84404	22279	48161	244049	92340	66987	52211	1573346	310903	74578	9338	22385	15868	971	5785	6106	13317	112082	98313	343936	8741
176	35192248	1727248	5915673	1102558	1168385	15539878	2230025	2583412	391358	7650648	496672	3973350	3774228	171130	1454652	201910	202837	576613	509087	220639	167193	259193	1449727	3490913	53827	501838	158266	130341	185221	312640	31371	1695	356243	254659	442824	306831	140705	886838	140284	232256	150776	253121	223373	240610	257096	47391	5415994	283252	623008	359308	317460	126077	160724	1176	88523	123161	100311	63325	316954	83637	477335	209512	3666447	138446	161463	937909	310749	228846	116015	274775	120172	371208	222326	6261	181068	1059650	296696	691306	321819	12347	44901	64834	263275	97710	29277	32893	1033143	100969	22243	13726	58986	10966	62414	62206	97728	19022	48734	291156	81300	81695	67197	2024308	300422	90106	14804	29158	12595	682	7169	8164	19192	138412	97824	424928	3140
177	33541784	1554099	5387413	936699	928072	15538825	2045983	2461145	354589	7207224	444527	3786610	3425923	152551	1410866	230706	178923	507224	499719	195965	164970	228315	1296022	2982346	46820	472677	171962	99539	162443	259760	26588	1384	324857	242676	491345	231159	98555	799305	112136	135734	134079	223722	222044	226626	222178	51142	5054142	210021	621476	327665	211048	109845	155452	4186	65468	122042	57190	59236	332679	61645	367410	186473	3357826	189443	133709	1022071	318345	200369	135256	168969	94242	340787	163650	8742	198081	1074212	277738	641701	399977	6274	50532	71577	253046	71994	29901	22438	1064619	54914	12790	9174	54702	15370	68136	78381	83595	31411	55180	312330	111835	67320	69185	1441501	217703	89574	8310	20059	13626	1226	3176	4447	18965	98775	109681	369998	3699
178	27301168	1419006	4898719	837799	1029158	14550642	1905937	2607545	342566	5737785	246566	4018556	3574145	135137	1288657	229856	181472	386528	837907	161422	129251	140063	1403848	2918359	34728	117464	131905	155719	138502	152002	27340	3046	936	203198	697547	219936	121422	586122	129326	50140	82494	217167	230364	148051	229697	18669	5265942	206269	625802	327544	238497	106112	148538	16161	54026	160125	40676	82314	309647	45955	569378	178278	3514046	143699	51010	1567774	345241	186092	142741	85349	60354	392907	27240	1702	250257	1090629	324242	563562	428992	9095	46944	81511	320813	48893	41439	20423	1602204	41945	19942	4437	84182	17055	40741	117729	110462	40513	78590	454486	198666	54874	106726	2685464	192239	146621	10032	22065	13045	3823	3935	4585	31429	77188	181216	837992	7208
179	29203273	1469273	5939722	974143	926125	17527193	2365583	3023145	476738	6135962	308489	5183083	3715731	124078	1699991	274928	218451	513493	744342	185545	127000	138782	1841148	3297973	52228	138410	169442	249098	160409	242288	49463	240	471	236739	1006970	175141	151176	596731	125126	74942	81679	239986	240690	192725	386454	19946	6368409	177374	989186	402751	384805	159074	215728	16832	67971	184351	87585	144712	411611	65647	477519	206644	4457317	153995	111138	1372759	513888	184331	179526	114998	73413	402426	90466	7771	271766	1680134	377562	702265	718040	6578	59175	86639	382597	75851	52383	19207	1536839	64488	11988	6149	104323	17634	54771	115466	126090	76410	120619	578205	188288	49947	100794	2538416	247594	138015	7926	27665	4733	2764	6064	4588	20655	57100	200036	604207	5971
180	27236775	1306790	4960534	826850	1020141	12235323	1802276	2090683	263173	5950552	364521	3229373	2883258	132455	1048708	167039	144420	422956	571743	158310	124821	187899	1145414	2555997	39194	343413	138303	111910	127007	191180	11743	23768	310636	196262	461976	214977	87636	583273	68803	114567	106347	210301	201642	194562	150679	35263	4269308	168619	491327	302025	213235	93598	120808	2549	64036	74304	36761	36535	264510	37624	275567	144292	2843569	98924	99142	673261	259413	120110	111797	142985	76359	317990	164411	8642	125266	851872	221468	550925	330774	18825	55117	42820	195221	68300	25357	23683	702053	80763	21902	5844	38362	8555	65610	54759	85071	19853	37251	201712	80060	73660	42207	1345437	214293	62849	7599	17744	16138	1082	3029	5411	14424	107804	91605	279753	3959
181	34390293	1849557	6022647	1035818	1034743	15545160	2383949	2741143	402170	7453760	402636	4046387	3910422	134575	1586722	226512	212504	566669	442431	213309	186371	218235	1644431	3540361	62334	362894	180735	142753	176435	215412	39482	896	211578	229136	558470	237246	119636	795900	171797	125472	127982	272688	222680	242082	296874	44797	5350173	272249	679673	351008	226304	112023	155751	956	64913	118419	97369	40761	325767	73013	379647	196900	3588442	214263	74138	936611	429554	199808	128483	173618	128900	347119	90968	7808	197435	1416595	299740	751108	584405	19678	50011	68151	283335	86673	32429	27361	1053608	79689	11834	7261	74460	13470	65703	72496	77924	47377	76710	379038	119551	64496	55185	1221245	286284	87260	12983	23107	6416	2197	6436	6589	13647	142174	115992	271950	6231
